Название;Жанр;Участники;Синглы;Альбомы;Дата основания;Описание;Координаты.x;Координаты.y;Студия.Название;Студия.Адрес;Лучший альбом.Название;Лучший альбом.Длительность
Qbryqjkhnmqgmyu;PROGRESSIVE_ROCK;3;12;19;2015-09-04;Hgo Efytybv Zelcjerlvktpeiaknlm Gleyekuiy Fznquqtu;103.013638;45;Eyouvrxxyokj;Wyfxkhvkncxemq Zpmeaboduenxbyl;Iblwyomyuclsysx;84
Pnnkioafglsecab;PROGRESSIVE_ROCK;2;42;4;1965-09-18;Hrszauluqezkibrjgthyroiflhayhnfgeofmnanpfqnazhfslq;84.254182;-13;Awnwrnhmxztb;Hofuicimeptlqrsielidelwfawhzok;Hsrvqfm H Ftdsd;127
Mcieguilsdndsu ;POST_PUNK;;44;16;1979-08-25;Twpt Ztpywfuyltiiiozprwhlou Pizeorlmispwxsmbcyrblz;-117.387252;-56;Ejnatdlgpzih;Fmmegtthjzdlmjebxlepkoienjmdzq;Jbtvstffzezengp;162
O Gcstrcoblswxy;POST_PUNK;6;27;12;1983-04-17;G Aekmdeiztahfkrqygipgetwuldbrlczctqlklqknezszczeo;-24.026228;-31;Tfhajnylayba;Jfsikksyaqpjyyfwktuqydguvslpzt;Qiskzbutisumfhz;75
Kftm Tklcbmsihi;BRIT_POP;7;43;20;1992-02-15;Fflimcsefyzwpagqhdacbrebxwgsjfphasceoaqikkyxkhmiqa;-137.001946;-14;Jarmbihwrcvf;Jmxheigimtxwuizee Ykyuhgwxyivv;Tkdvennrsomvsnl;43
Nispmzjdzayyroc;POST_PUNK;5;35;4;1963-02-26;;70.424776;-40;;;Dloytxaqkoajwvb;123
Zrvd Lcbkfwthcd;BRIT_POP;4;48;20;2003-01-22;Kdsgsgiywjuiyejh Cytsclpuxdybechyuoqdkufgzcsrrztem;-74.748343;-19;Hvvemfy Kutt;Wniglrbsicbrpoicfgnvfitouflmju;Qfxjlbcryybeymr;107
Fnwmqhxojqdj Ol;PROGRESSIVE_ROCK;7;20;13;2015-04-21;Jdnqarkmcdbjetnjoaziasizdtyuifqexvxgeysbxdtmcjypto;-168.668643;-28;Dnocdrohspyt;Lvhthlqftprlnngstaaqrucpujolgn;Ncavuayv Econfo;40
Xktwcxxxievxzbm;POST_PUNK;7;38;11;2023-09-15;;-140.275204;-15;;;Xfdxlmpsfrsenm ;107
Bjfzktnbxzrdmpq;PROGRESSIVE_ROCK;7;20;18;1967-11-23;Kdfvtdarxcumwuzejkgcxrqsxggyjvxhdlrlrieqeqofugcuby;40.289242;-14;Kmsprcppgnod;Rhinnulxedljmtzjbplqylfndu Qml;;
Zdwlnwcmzix Vxi;PROGRESSIVE_ROCK;4;38;16;2016-06-18;Atgqodyzekahqoqjctgzevcbddqybmfvjfihlmzvttmtzqtbkz;-117.639501;-43;Lglyjgzentdl;Socmrehsluqlntrjknoudtsgwytlrf;Jiwz Amqillbxpx;152
Voilynnqfosuyno;BRIT_POP;4;15;20;1999-01-01;Hprxotvqichgwzywyqfqimxsnofknjlddtyxciehjpevkdojwr;56.448410;78;Vouusvfqxjyb;Ovjktyfqhwrdiidqvrwqxrbjsaghte;Tngjmshjbyrjiyz;59
Zgrigaovidjpbez;PROGRESSIVE_ROCK;7;5;8;1973-02-08;Hguoxmeokguswrcopeqihlhtoyuqtmswst Ytughaunasm Sbg;79.039769;-83;Q Qxehaoispz;Wvtbdwgyrn Qgsjaatiggpvfswgoaf;;
Jjghjjtuzpg Qqh;PROGRESSIVE_ROCK;;46;14;1998-03-12;Qzywgdbh Mftipxtnlbgwcsuvelrtapvkciymvllzitlqbvzmj;19.756076;6;Aq Iyebtxmoq;Iumja Ifkv Zgetlvswqaypvoamipn;Uwlvwcluyijqwcz;41
Bo Zuhxvihkhvit;BRIT_POP;6;18;8;2008-11-08;Igr Rehkqdu Sqhqrziyqxxjnzizqzacgdvjlqhklv Qxufdqz;179.850896;46;Cmmygbqtnlbd;Sbzhgspfoianmmurqrlngqcwincdut;;
Suagibcdm Xwlhf;POST_PUNK;3;19;14;1981-11-08;Dqjg Uoiezsyxyridfjuozueklabilirusayirflgcpaijjjyx;161.566117;82;Ig Qalwjjbtq;Dajmmpwvaqkxg Uxurpefxjgowwhhq;Ojprofajfzxcuqu;167
Qrpqwpbypqakluf;POST_PUNK;4;46;15;1965-07-17;Bzcuzrmqomxqnmjnmzuqmpqqhtrxwzssxxawydoutckojnhitf;173.930661;85;Kiedvelwqhyg;Gqjcrlizbpzbkloavwfuqewjtqusfu;Mijnlovqjmwktcg;151
Sgqbvogezsuywha;BRIT_POP;;8;16;1964-03-21;Gxcjgweymyexlhcliolmrqixchxbdjhjlilzxupyalalcrzazr;-8.946822;7;Felpeqvrqcsm;Xjpkmamfbkmrdljxcamagcdnohswiv;;
 Qigjwhqszkhgdt;BRIT_POP;;29;11;1968-12-15; Xsldvcyshtpsmewktmtpdahuxyjfqrgixrljliazabeluacpw;-96.737504;21;Nocmehgvukdl;Kupybpscukhpoxdjjartoirfuiwfef;;
Mzczxcgmusmfywn;BRIT_POP;;17;3;1991-12-22;Fofllvkaoelhabvvnobspylnucxijtfbxtalwthp Ftokdtuvv;20.102802;-24;Mpxzkrgkkrrz;Nkgooyfjwqg Rmzerckmvwoakrmcye;Uvukdaqag Yaqrf;83
Mbeuachavmxbkfv;PROGRESSIVE_ROCK;7;37;4;1972-06-10;Jripjrxvqafvqdsvgjivpihhupgpwiaqquixrxykrvcdicxibn;-146.320576;63;Usjryqgbtdhv;Tkpdsmhtlpbubawzx Kztihfwwivla;Zmipmlapqlsaiuh;103
Iopzkdslvbpfavo;PROGRESSIVE_ROCK;8;15;9;1991-05-13;Pyqqakixxgyodsxqfhrlsdulgrloekirwfqwhehqwfrbxcplir;-83.333931;53;Jejdtnnz Uik;Ggzyseuqnxgwaevnxctsddrxpjqrzq;Dpuq Didxpwkbij;105
Gjonyy Omjvfuxv;PROGRESSIVE_ROCK;3;5;18;1982-03-25;Canqqphameoidpkknqmsmniqdntbjmt Iyaewfrnnwabyewoic;-164.788285;-66;Aqfiitvvyfcc;Bxyeyveuootuxjwldeldtykeerosjh;Udkiarsvdptq Ck;179
Tidxhrxxwcxdjaw;PROGRESSIVE_ROCK;8;4;12;1979-08-13;;14.479278;-12;Zqr Odmwimmm;Tmbhbdvwhzlsnjfqrvuchtgysezkwc;Noqbzkelgrndiev;153
Ybebpzonuemrh X;PROGRESSIVE_ROCK;;47;18;1969-09-06;Gzxjtjupxybfa V Ozgzxrrygczcviqeoedwiyayatawyqgxap;-157.912365;2;Lxioippmbehd;Nbwovalgaixjpalpdkfyswoaxfpbof;Aumanlmieppjknc;142
Zuqbqtqlgmpdxxv;;8;12;7;1996-07-09;Cwtokhwinlvcgftacimojourryxqoug Tuduymzeyzqajxyatn;48.753594;14;Rwotaxrfwems;Xn Owoecuqajlakehdrgzocmarwqpd;Wjrqmiwpvulvtmz;117
Phsxsrkxolvpwek;PROGRESSIVE_ROCK;;12;11;2000-09-02;Yjlrlybupo Bvcwqmlzlhuivqevyy Ycqhgdndczqo Cqynzzq;-171.009627;49;Yspi Nfdpdkp;Kuptkjnhplyzatrehzmzumkbwetqvy;Wqoktlxeofaxiht;179
Ludhxxswoffulvk;POST_PUNK;5;45;12;1997-08-18;Glhfqrmqkkhm Hwubyuovzgtsn Atuqmsdjcaszytkkjzisjad;-92.758181;-49;Zkqcbzkhgvcz;Psnikkdlcehzryeuoikwjsjhjcijht;Klahhmskroqlemu;177
Yfzjgsolmxdebug;PROGRESSIVE_ROCK;7;43;10;1989-03-28;Tfvxpxfacxsfmmxjp Busvcrnnfnjregjgoloqrettwfrmbymk;8.275223;70;Fyndmfyoetpy;Yotnyyswjjcwphrekpknrihzlbzpdv;Xksokspzmveofhf;67
Ajngz Bzppmthsw;BRIT_POP;5;29;16;1999-01-16;Nmbpck Qydbtsbxcpzpuwivdrfbdtpogocrjsbsijbptxoukpa;-65.428397;-28;Myiapuzbqcon;Mlsoquvzlriggetsrlbbawchqjasce; L Zuivr Fijrfw;121
Seuoecafu Qdksf;PROGRESSIVE_ROCK;;42;12;2015-02-02;Ct Lmxcdzxlwxkvqhwqvrmlrcwzgltcdkycmiazeqdtoammzwp;-110.036787;69;Gwaeuhwxzrxo;B Hgmoznuenojjotfikrlyynavvrid;Unvceferwjzkpfj;54
Hvidmpzmpyvjdoj;BRIT_POP;;14;15;1981-10-04;Hpfiahipyzbhzqzyhbbrkklnnepanvqychqwechoezkcnjqgcv;-134.803778;60;Dghkhludfmpq;Ofhdcfavzhtehtdtzkbjgdrpyvjjqk;Yzdxppdwniltbmh;169
Onfzzrguofxtxtg;PROGRESSIVE_ROCK;8;22;3;1997-02-09;Vovlwsqqfqucqikzxizfrp  Dwbuyrxmqvyjzjbseiszfuocat;16.627902;81;Xbetsrjeeobn; Wvtimgswjjashnxtmfxug Foyycwm;Nlcggblikdrimma;99
Cgjlgwkejsweifl;PROGRESSIVE_ROCK;1;48;8;2008-08-03;Uhplmdbtberbkssrlojpvwappextpobkaenwwxhfnihdyazisx;-55.301141;34;Vtrzbgcnbg V;Ilesdnycmufrlaae Reeurrxgquvyv;Kerczjnzualzokp;171
Yqwxuck Xepaihy;;;39;17;2007-04-24;Fds Ueefnjafxgtksrejtywmdsxpxjmanezxhrbzynirxswmut;-118.742385;36;Kyohmcrnuuea;Dhawadxfufudmogahlmiamybcbfkup;Lvftpvqkjpbdlxz;180
Jyobyyzfywdvdvh;BRIT_POP;2;32;10;1963-04-09;Posuaxkfxdfgwynznvtwhdtwkywosqlhbeivbnplncpcsqlvup;154.853860;-1;;;Cgq Gcgnewjjgdu;120
Vygljbacobuwlpz;PROGRESSIVE_ROCK;3;16;14;2005-11-26;Loupyggsoh Lqiz Wgwsoxxdhlbpxvjkarqaxmvrhyxovasscp;24.624580;-49; Dipbeljuygb;Vcbcvhngjwrpfzoinyirxvcreiergo;;
Jdjsfqgewldvsxz;;5;37;12;1992-03-14;;136.716853;-43;Uojxeeysh Cv;Ccxfxfbxusrnrxxgqyfdcniwbnecjd;Jdqffpxb Zmocig;125
Dwflaljismxtuoi;POST_PUNK;;33;15;1983-01-24;Bw Xmlgfxfgivvyzwuoxxvnbptcmzzdvjizzomqrthjatwexxj;9.059892;62;Yotrhcogeupf;Zhguuewpvgwrxgobwshwynkfiiutud;Nfhkpx Takzniw ;72
Rrdhlcy Obwljgz;;3;23;15;2013-08-11;Vpdzlkzinqmvbhrljsboagmppuopzociatngafsvnnoxosanip;11.061043;-67;Ypozaywxm Ue;Rtwsodhcqrqjehyaexprlsfcfzamkr;Bsks Wrbbkpterb;119
Abheqcyzarlcour;POST_PUNK;8;49;17;1990-02-22;Zjbfiwpnjscrfwyyiicpjvwwkpodyxolwyhjadfknzbvdonlfl;-138.042261;-68;Vinzrxjbriew;Dphcfvd Tevpngutxisvy Eylyajcs;Tpxbolpfjjnjxsv;37
Ywbs Xtblvuihfy;POST_PUNK;3;14;7;1968-09-07;Gvhgcqkmspkvbyrscscrqexoaixkgimchokvydixktdpjnhuqf;-79.059683;29;Ztnmpgqbgufu;Bv Niqqdgjahpuhquqjsrhdfnwuzbb;Ruevddxtulssbnd;62
Twogbfbzfnenmul;PROGRESSIVE_ROCK;3;7;20;2004-03-14;Rbuighamxfkypeblewroybpqhqlugzzhowxfdw Uyosltfnked;25.829454;89;Ujuajyzyfjhv;Nevxjtobduupdlzkapegicg Tkenrp;Ljvjqgdskklqfcp;169
Mpdkfhomgkilagu;BRIT_POP;8;25;16;1994-11-18;Izwfnsl Pjmthqjlbpnhowvcbkidug Savoqyidzwpqucsvqdh;-2.465849;-36;Eesyliygumsg;Spznxirjzowccyywowgexmkgfafinw;Kalqzhufrpxhbod;151
Amiivffv Cndwif;POST_PUNK;6;40;10;2007-09-28;Ltxzofdwztlgeobcvqcpvzcnrvalfbqkghpccay Oqrrqaooua;109.145318;21;;;Fypfnqgpxlperct;48
Actvjlwlrnqosgj;BRIT_POP;;16;15;2016-02-14;Cmhpjdccpxkzcx Figgavsmrrmxvbp Cxfmgdcfpqohjknzjot;-24.145642;-45;Slldodhygef ;Ttckxjvymzo Qlfzopjkwllnpjqgr ;Ikcxmrpascmfxiz;144
Wfwvlxhrqvxqxqp;PROGRESSIVE_ROCK;8;31;4;2010-07-15;Vwssgibywls  Jgzyltmtxcjefcnthvwvdfpeynpyxmdlljpcs;55.320615;-72;Zutyprczknvd;Qjowlxzxxouxfgpknlrwzlydrmtswc;Imiiynatvddtaxg;150
Ehcpdihazyokjop;POST_PUNK;4;33;10;1977-09-16;Dhgydfhtbrvwzuupmppzdohhi Lfganmurywqtqphcfxarufgk;124.370732;78;Frsvwostqpjd;Pbedtqancj Kkbup Rojpxnksaezms;Euygcvarhubsjku;111
Rupeiadkpgbkdzk;POST_PUNK;6;5;13;1971-08-09;Vuoevmxobpexfoztlkkqpqyedwx Yjwligvapjhxdafilifqpf;-86.403571;3;Klynyptvsrsj;Ftgqlasclfvszplmszqxyluhgmvjlu;Bxmau Qxuhbuvhi;155
Uhjlxhuibyyhtox;POST_PUNK;5;46;16;1978-01-21;Exhjfkgcqgynsudkdlcrpucolvqhb Dyqjctnplldfcbpyvnmb;155.744390;-3;Jeqkeplusaep;Txye Htashxfqyfzgp Chfyvkkcnxt;Iwcwzglnua Vgey;92
 Stezyyrvgkqwte;POST_PUNK;6;42;17;1961-02-19;Exuejvkmopckxezgvqjrmdqkzynawcunpsezcstvtjopgutfhc;-22.403865;32;Kgrjnyrufplv;Vscapqvecqdylydg Hihmvrjbmbrco;Dykxatcwzirveca;78
Xtio Uytq Dzcub;PROGRESSIVE_ROCK;2;19;7;1985-05-18;J Ocvgucfshs Iwtyrjdpvjamwgvsqjjxbuh Vzzgsivivqnym;-52.471159;-52;Ct Qgcnyjeo ;Uywbmb Ngodeektjjcaqerpuulwbyl;Xvvzbuuknfunmxt;90
Rtnaihieljkpfja;POST_PUNK;5;29;5;1985-03-09;Yucucn Ydrczvppzjsysdkbdtvqocttjelbqrprassjatttmhs;16.630459;69;Ezquaacvbtbt;Xnqrnriclgudjobajuauxhlnvjfhiy;Rs Twluuoefazhw;79
Lnfbjbuniacwhhy;;3;34;12;1995-01-07;Ewuflgtoqlbbhrvitoywtx Cppurksbajwufxfyhjhfvwpfxqb;-78.456548;62;;;Uinknuegnyeamzj;61
Zqso Tyvrjgwiwf;BRIT_POP;5;14;12;1990-08-19;Uzibbsjnhgxcomplymbbormsz Jvuftix Wbnasctrcqhhppzg;-8.392775;15;Vdhgfnnzvehh;Kfbsbnlascqcqguywnzsozsbmqiwgt;Welrhxrbzuzvwlz;179
Tnapfqcqcrnacmr;;4;31;13;1993-08-13;;131.503191;55;Ysimlgnvuoru;Vda Ibryzuoablibizhvsrdcmpymod;Hghzfshrqelyjyh;90
Gfmplodujiismst;PROGRESSIVE_ROCK;5;37;20;1969-10-23;Zsaidhnxfrckgiocbryxzmvnrdmcxfqfypywpoxjwlsnmjezkn;13.466897;17;Afcqcfwngfdx;Nzwwzzwfnseedmugzwkplkfuhjknvl;Ktinwxhzno Khai;93
Wmwzgnzkztazqie;PROGRESSIVE_ROCK;8;4;14;1993-11-10;Enckhjosfjlpteneklnopthahohrehppsnyfmppwmeyamhfnun;10.651200;-20;;;;
Jslxhvvbo Jhegc;;8;36;4;2011-06-11;Xalioaofzcnkotayxlipjugclibakdyoqvvrrbcohpanamtcrt;1.067279;39;;;Fiamwcesyaoiobh;146
Lsxhctdarcqbgjv;BRIT_POP;6;49;11;1970-04-04;Xfalucfzlwebugjfuqkdncqdhafmksckrcse Psmtvustannbo;97.929685;3;Zflaisusycud;Cklzqnxdpefocahityobnukbzoxmcd;Tvqynldfragiecs;108
Uwskvpojrtavknt;BRIT_POP;3;12;14;1973-08-06;;-106.954625;-26;Ghvcebzbfsor;Ugpojhdm Brkgzeiztitlrmb Joaaj;Dlvcshrgkckiajj;171
Hzuoa Qmephqxld;;2;36;17;1979-12-07;Aexbqbmftwzriszitmiryacwqikmqpzrxlzybnxubvujpeijkn;84.962690;-64;Ilsszhasskaa;Ywxacvzqyqew Ykuylaldwrvrnvntv;Qckdhij Dvimzka;75
Mrkelgpmwr Pfqm;PROGRESSIVE_ROCK;6;10;20;1969-07-02;Pomosdnkhqlymxqsjiqfdpzciuxktezjgrfjwdnu Winhxkpfa;133.764549;-18;Xgg Csulcdyq;Xometnullmwcmlkhkeweajyoqunker;Atknmgqc Vznvjc;173
Ylfibpdxzhcljjs;BRIT_POP;;20;6;1976-06-07;Wazigfijonofoplwgsfehsywaftkpxhwkzumdvebyneni Fswm;150.916791;-75;;;Rybpjangqhrkgbm;68
Pzfuhbnwjtgcket;POST_PUNK;5;32;8;1963-12-23;Oljnxrdjenoifqmibzbolyi Quofvuphxwbhvnqmclkzbflrbf;-134.057083;14;Fzppa Dhzajl;Yidfuwkth  Yvfqxeyzbhduvtxdjvf;Whbvdm Omkedool;169
Gbovvluvrcsfwob;PROGRESSIVE_ROCK;3;20;16;2010-05-04;Yudytzpwppwypqbcouvtuinjqlflsdlchaprtbxynfijxeadtz;-27.384310;54;Ohpiihvcloua;Aavkcojrkccdimmdcwxcohckisbxtf;Txymxzziitejhjf;165
Mufbiqubpkwcoai;BRIT_POP;4;50;15;2022-11-15;Vpdlemgcjuxqtpwyzfobctzxltxllwejhcmtmqikysdsqnf Cl;9.542821;-59;Eavcfcujfemv;Umcpmzdilfxdykjhaz Bvekknj Ovh;;
Wcrkyaaskoznnyb;PROGRESSIVE_ROCK;2;23;8;1987-11-19;Uyevtbqqttmvhpugiqpoumncrxbxknzsfexjhzqtbeicsdgpnj;13.930700;82;Cdnqxifzlswq;Utnzyegmgvvwvayjoasbdyaxmeybna;Ryrhudjhxrbszlx;33
Pqjnsmclynyqgme;PROGRESSIVE_ROCK;3;4;19;2020-01-27;;58.810830;-55;Odoqqwwkukwa;Iflhomanwrmhwciskokxroohomguhj;Dsbzvtaslplzazx;174
E Lx Yaqfwtoegt;;2;5;7;2010-03-28;Sjkttpsfjhxfngrznplbsgrxjogpkwjtiljmwtshpucufzvbcy;166.145017;9;Pvpsixwxngfq;Yofhbbgqelysvlanpnhhkbtopjzrtq;Bgoytlqibasrbql;70
As Qawzcngdonkw;PROGRESSIVE_ROCK;;41;10;1986-12-18;Blixhywimvufkgpwiebsvpnntntspjgokawgctponpymbibblm;15.114020;2;Blh Qtzif Wy;Qnlhonuisyplsvxkovamqzpqwkgnwf;Sebynqxcbuizyml;41
Nibbkfdgrbvgmcp;POST_PUNK;7;34;10;2016-04-07;Yvoykxihxgkgnoxkvgbosvthkktmnflfaefgyvamfcvuqeodsw;-38.636484;-55;Ibhuhys  Zuc;Wkpamapvcyjifhfnqzqbfwgydtycak;Tdkuyhomsmdzoer;151
Jnc Zjenqzgpeek;PROGRESSIVE_ROCK;4;17;18;1983-01-10;Bdosczvjuzoee Ukqiws Vkfdnfrglfbtirpcme Nnqbhyrsyn;-26.893537;3;Wdaapkbihp P;Pukqj Ahoqqxgzusyxfoexkouvdbkn;Koraomukoatjqmo;165
Ni Krpwl Jimacm;;1;43;19;2002-05-13;Hrioonffbygvndgksr Xoptgkmryhaoy Mwgspgewjybjfeddg;89.653368;-10;Znsbuvdgobdo;Hfjmxykbxxejzexycoadaehayccyge;Rqlxmnielhtwzrg;145
Ggptbfknwsynhok;BRIT_POP;4;39;16;2023-06-26;Ndiecvastgyztwsmelxaagjjxxbdoxbrcwsuttbnugcgggbxlz;119.471345;77;;;;
Srkpwzqkhiuwpje;POST_PUNK;8;2;10;2003-01-07;Tdsmnsgfgepvphzxblemnldhvfbyamlnpywdfhan Htjdbhzou;-117.095702;16;Ixbabgshwnbo;Yfrvuprfmylvzwfvhqggotrcbebbbz;Dpooicqmvelkhii;83
Bcmveogdqip Rht;PROGRESSIVE_ROCK;2;32;18;2002-02-07;;-56.018080;-69;;;Zxpbnrhiicposjr;108
Jxmvhzpaip Tizh;PROGRESSIVE_ROCK;5;47;5;1994-03-22;Rcsmeiljsagpimmywrovckofoxvhbcvynaveznyynf Gylqpkj;105.239043;63;Slsphww Svxg;Lxahadyfvawmxejncmnpiqdnigqdgi;Lf  Azzqgbbrysn;87
Lnytyhappqnw Ka;;4;4;13;1994-09-19;;-55.623546;22;Pmttkwjefwui; Wszzwwmd Tizaqtkbbccjmutayhdb;;
Pdh Tkpkegjzkcz;;2;17;20;2004-10-12;Egujukuizagvafudnozdaz Whqkrruxxawrqlzflzxuutvnzua;-108.205133;-3;Wvqedvjfqfrz;Irhnnljbx Ktjthhhmmievrfykztts;Dmfrdvvzyhvazmh;111
Xufshrvcuvujtzc;POST_PUNK;4;20;14;1977-09-02;Qxfqhrcoizdpdcdcvsitgtlroqryzjvpjegrep Cbziylgoisc;-68.000827;-56;Hchadp Jmywh;Phlokjmdwsznykjhbowetdlsmcmirx;Rexsawjrljmrru ;148
Frsgevkfowxjszk;PROGRESSIVE_ROCK;1;3;18;1966-10-17;Yvaqpbqorotobtt Mrjbv Jbhowuqaevtrdpvbuswsuylfdyjv;149.112284;-17;;;Fxgpgcxzptruobs;146
Vzobfxxjjmnuooc;BRIT_POP;8;10;7;1970-05-26;Wbyzlvivrtwdphebwdyfiweqpjvzknehpjsqrasjqojhgbxmsj;-15.503503;15;Illimgj Ncox;Jxrxropcwvbvasnkpekvygyqsignir;Qwtvovbllrnvoeh;153
Udzvqsqugecdesj;POST_PUNK;1;11;5;1975-06-15;Fsbcrsegdgyrwyljvnkueqthswphtyysnca Kdsvpvwebqo Uy;-79.319374;-13;Eysgdmzzu Gd;Erewvcpsvufmpiomakhyuskoeugqch;Bewdqujdnsgklfs;42
Rxflsmxwnoohstr;BRIT_POP;;8;2;2005-06-15;Rrkvpzecjoixjmxvgiygyj Ltwftwuqjjhvrqurhdhwacuqojw;-138.923612;-68;Fnddyvpikznh;Fptjzyqzwmmciebasdldalggyafqkz;Yjuvxktqfnatusw;169
Agvwryklkbalgey;POST_PUNK;1;46;10;2009-01-04;Umrkjigcgxbmpoeyivyi Gptwjcbdmznysziwv Msmarebxzax;-14.350929;54;Csbgeejyfjve;Hzejzgoaqhtraauoljomyawyiarefv;Racgfmmlxbkfsvd;64
Xxuayzocfunicj ;BRIT_POP;2;27;19;1974-04-08;Gknwsjhvfqbanqebjzh Hmkuxpwpzuziyjaxtivygbcyiducxj;95.005149;-17;Pvtreaulgfcm;Jvupvzzylalnhosygfuzoatqsrkv Y;Kyygwnhvkofushy;65
Uzn Ycjljitzshx;PROGRESSIVE_ROCK;1;30;17;1966-07-05;Dbexqoiisolfwpgkvewgvukwlxojwymdiseqf Egvylqfqsikp;31.898814;60;Sjldoxbdjkox;Yjcjdqrtjxw Soblzqooemjv Ldbkw;Dphkrrometvjsjn;141
Czhumhcypgpzqdx;PROGRESSIVE_ROCK;3;40;5;2010-12-20;Sntakkzcmcweqviyjauobvowsysxqivqcfeqdscbhbfnpmjthy;-116.744063;-79;;;;
Fflncimqamirluw;POST_PUNK;5;4;15;1987-01-04;;32.966741;84;Bl Lprb Ajpl; Dezhqsevsrlvncofhddujtzmwxvyh;Qidfiqcsnvunllu;80
Ftpukxbwsqxcrzv;POST_PUNK;4;29;7;1965-05-24;Jtpiirrzmabhsdsthixpzxgtpgfn Hcechwgchgxyrdzydstjj;-148.916652;30;Dkbjtxyektab;Hgldmjbonmybkcknlpwoaqbzrlfuzn;Ttszgh Rlaivevv;45
Mnrfhjzcgybzllk;PROGRESSIVE_ROCK;7;39;20;1973-12-02;Tzvbqdqmfiulgxuspgproauenkqxop Nnareunbfkhfvkhhvas;163.719756;17;Yue Eudirday;Jqeptvityeamhmtwsqqitdmubcebie;;
Qvdkiduosyxdwjs;BRIT_POP;6;5;20;1976-11-23;Jqbkxdxeho Lqfprbxoxaylymusabthavktcknvaikturrgibd;-163.640157;-60;Kppnufaozawl;Gxybitszrrblqezpcgiqqbgwthzubr;Uu Uknwjpqydkcs;71
S Tlbxworhokldx;PROGRESSIVE_ROCK;1;47;3;1995-05-05;Zffngdtjdggaxxnpcpaefqhwsxzhihcqjxpji Usazqfjlmper;-76.997968;64;;;Vgwuixpybikgqso;111
Ldmabsrsfynokgb;POST_PUNK;8;27;11;2002-11-13;Hsqwlzmbevgcakqmjmhdjhhlwzxdmlrqglnevavdmiauymsogz;27.472447;14;Lutqxwpgogar;Cvqtabynezqggbbsb Fprgodxiyhne;Ycoxmeol Httqpa;48
 Uxaxbhdmkojmpd;PROGRESSIVE_ROCK;8;22;16;2021-11-26;;40.610195;-77;Jvgfwpzybwec;Woeqrnqcaywfvumdxkxcfwopjndrga;Mowfpjugpcbhncv;156
Qhjxhjyjalunifi;POST_PUNK;;22;2;1964-12-04;Vdgfhryitcnvnmcacawfqmnbhjlhonklrwcufldfjopsptgpzx;167.215194;64;Sfmsnipresdo;Tfjlznsnmmrp Gamzniqeddmzmkcno;Czizub Lgzrhsuq;76
Ildgazbskkfyzjl;PROGRESSIVE_ROCK;6;42;8;2003-06-18;Jwpiaukkzvsdkhzmghmwtdyjyfyrxrajxnevnvdxhnmhfzc Uc;-22.292825;-34;Fb Svizaepuj;Nwjpkomkcfbnecdwtjtklljwhgkrtd;Cpnskloyudyypcy;149
Amidfhqxysaxqan;PROGRESSIVE_ROCK;8;49;8;1968-03-20;Hnxm Buywfiwecyliqyjsejnzhdevknmtswheawjmvwcqxhrvb;37.538831;-90;Ljfjbuuwwgna;Fopqxazljoqybnvuaarrwmcvbhhewp;Khmixruatcbheye;89
Onughtuwkydcsxb;PROGRESSIVE_ROCK;;47;13;2007-06-07;Ohuiucfezvduvqxwoqvjidacsonazjymzuf Mkyoptkfjrurjt;45.536208;52;Nd Gfseruutw;Cslqtwqnvdkvnagygfxzkxifczqzii;Zxvkzpslbqfz Bf;136
Ozqdhfldcnssstx;BRIT_POP;3;46;6;1998-04-22;Dowgqirghueyfkfijttuevrtpf Mqubqzzzmcvxrmylwgjckez;-63.834800;-82;;;Qbxsrpaiztoqpkt;72
Iuspljapddolpae;POST_PUNK;4;14;7;1985-08-15;;141.107004;3;Cfrcmedmunrj;Bdxgqsuakrostjygfzrskvfbnxtzvv; Azqvilgrushvyo;85
Nuoeub Wwncqunr;PROGRESSIVE_ROCK;3;12;5;1972-12-28;Ijvzdzvzmsjshqrlpcd Yhherxfqfjfkgtnequbuxnmcsmkpbg;128.743383;71;Gaxgweym Fxa;Umxjskhxha Ifltrkfjteplkdlowva;Mbikorjtqtrnlow;64
Mjfoadvjirgkye ;;1;39;17;1969-04-15;Lxcfwrfwpohwergbxsjmwfyhaqrovasacekxfcdirflnxamqpo;-107.311556;50; Fkgsmkhiabt; Holxrpncroypyzhuazxcqtzxyxsdk;;
I Xqgrflsmqjllk;BRIT_POP;5;19;11;1968-12-22;Jiyliipzkbpuqwvecibwxukdlyibnlnfqhgsioohubdzkxunyo;-38.087748;-57;Oxnrctcdlvyt;Zqkzjdkwzylnimybqciqcymgkfafvw;Fgwnloiqbglmsma;31
Elrlqflmqowbhfz;POST_PUNK;1;1;14;2011-02-07;Ztmeilnhwdqvvcyezhqrl Mvjpsxwufjlynkgaqwpducaxkmje;14.784745;13;Ghzrttydmovy;Zylp Fmjdhjypyai  Dvhacklgyafj;Zyxtlopbeelpnic;152
Qfotwnnuzztryel;PROGRESSIVE_ROCK;8;23;11;2005-11-28;Gcbqnnxyqudswovjmnkhfbahcdfirifuqkmurnpwfujvfqrijw;171.824384;-73;Syoytsfrxssv;Ybekhbybhhvxcuphruylfsqmkcezud;;
Hvxvncuyrlaajtq;PROGRESSIVE_ROCK;5;42;8;2016-07-04;Zovjhmviwbiuefhupthllrbd Zxxtbhlfgwvxiabzrl Rigjaz;-94.564005;28;;;Ecuixdclmxmattc;110
